0x00,NOP,null,null
0x01,LD,BC,nn
0x02,LD,a,BC
0x03,INC,BC,null
0x04,INC,b,null
0x05,DEC,b,null
0x06,LD,b,b
0x07,RLC,a
0x08, break; //LD,(a16), SP !!
0x09,ADD,HL,BC
0x0a,LD,a,BC
0x0b,DEC,BC,null
0x0c,INC,c,null
0x0d,DEC,c,null
0x0e,LD,c,n
0x0f,RRC,a,null
0x10,STOP,null,null
0x11,LD,DE,nn
0x12,LD,DE,a
0x13,INC,DE,null
0x14,INC,d,null
0x15,DEC,d,null
0x16,LD,d,n
0x17,RL,a,null
0x18,JR,n,null
0x19,ADD,HL,DE
0x1a,LD,a,DE
0x1b,DEC,DE,null
0x1c,INC,e,null
0x1d,DEC,e,null
0x1e,LD,e,n
0x1f,RR,a,null
0x20,JR,f,n
0x21,LD,HL,nn
0x22,LDi,HL,a
0x23,INC,HL,null
0x24,INC,h,null
0x25,DEC,h,null
0x26,LD,h,n
0x27,DAA,null,null
0x28,JP,fZ,n
0x29,ADD,HL,HL
0x2a,LDi,a,HL
0x2b,DEC,HL,null
0x2c,INC,l,null
0x2d,DEC,l,null
0x2e,LD,l,n
0x2f,CPL,null,null
0x30,JP,fC,PC
0x31,LD,SP,nn
0x32,LDd,HL,a
0x33,INC,SP,null
0x34,INC,HL,null
0x35,DEC,HL,null
0x36,LD,HL,n
0x37,SCF,null,null
0x38,JP,fC,n
0x39,ADD,HL,n
0x3a,LDd,a,HL
0x3b,DEC,n,null
0x3c,INC,a,null
0x3d,DEC,a,null
0x3e,LD,a,n
0x3f,CCF,null,null
0x40,LD,b,b
0x41,LD,b,c
0x42,LD,b,d
0x43,LD,b,e
0x44,LD,b,h
0x45,LD,b,l
0x46,LD,b,HL
0x47,LD,b,a
0x48,LD,c,b
0x49,LD,c,c
0x4a,LD,c,d
0x4b,LD,c,e
0x4c,LD,c,h
0x4d,LD,c,l
0x4e,LD,c,HL
0x4f,LD,c,a
0x50,LD,d,b
0x51,LD,d,c
0x52,LD,d,d
0x53,LD,d,e
0x54,LD,d,h
0x55,LD,d,l
0x56,LD,d,HL
0x57,LD,d,a
0x58,LD,e,b
0x59,LD,e,c
0x5a,LD,e,d
0x5b,LD,e,e
0x5c,LD,e,h
0x5d,LD,e,l
0x5e,LD,e,HL
0x5f,LD,e,a
0x60,LD,h,b
0x61,LD,h,c
0x62,LD,h,d
0x63,LD,h,e
0x64,LD,h,h
0x65,LD,h,l
0x66,LD,h,HL
0x67,LD,h,a
0x68,LD,l,b
0x69,LD,l,c
0x6a,LD,l,d
0x6b,LD,l,e
0x6c,LD,l,h
0x6d,LD,l,l
0x6e,LD,l,HL
0x6f,LD,l,a
0x70,LD,HL,b
0x71,LD,HL,c
0x72,LD,HL,d
0x73,LD,HL,e
0x74,LD,HL,h
0x75,LD,HL,l
0x76,HALT,null,null
0x77,LD,HL,a
0x78,LD,a,b
0x79,LD,a,c
0x7a,LD,a,d
0x7b,LD,a,e
0x7c,LD,a,h
0x7d,LD,a,l
0x7e,LD,a,HL
0x7f,LD,a,a
0x80,ADD,a,b
0x81,ADD,a,c
0x82,ADD,a,d
0x83,ADD,a,e
0x84,ADD,a,h
0x85,ADD,a,l
0x86,ADD,a,HL
0x87,ADD,a,a
0x88,ADC,a,b
0x89,ADC,a,c
0x8a,ADC,a,d
0x8b,ADC,a,e
0x8c,ADC,a,h
0x8d,ADC,a,l
0x8e,ADC,a,HL
0x8f,ADC,a,a
0x90,SUB,a,b
0x91,SUB,a,c
0x92,SUB,a,d
0x93,SUB,a,e
0x94,SUB,a,h
0x95,SUB,a,l
0x96,SUB,a,HL
0x97,SUB,a,a
0x98,SBC,a,b
0x99,SBC,a,c
0x9a,SBC,a,d
0x9b,SBC,a,e
0x9c,SBC,a,h
0x9d,SBC,a,l
0x9e,SBC,a,HL
0x9f,SBC,a,a
0xa0,AND,a,b
0xa1,AND,a,c
0xa2,AND,a,d
0xa3,AND,a,e
0xa4,AND,a,h
0xa5,AND,a,l
0xa6,AND,a,HL
0xa7,AND,a,a
0xa8,XOR,a,b
0xa9,XOR,a,c
0xaa,XOR,a,d
0xab,XOR,a,e
0xac,XOR,a,h
0xad,XOR,a,l
0xae,XOR,a,HL
0xaf,XOR,a,a
0xb0,OR,a,b
0xb1,OR,a,c
0xb2,OR,a,d
0xb3,OR,a,e
0xb4,OR,a,h
0xb5,OR,a,l
0xb6,OR,a,HL
0xb7,OR,a,a
0xb8,CP,a,b
0xb9,CP,a,c
0xba,CP,a,d
0xbb,CP,a,e
0xbc,CP,a,h
0xbd,CP,a,l
0xbe,CP,a,HL
0xbf,CP,a,a
0xc0,RET,fZ,null
0xc1,POP,BC,null
0xc2,JP,fZ,nn
0xc3,JP,n,NULL
0xc4,CALL,fZ,null
0xc5,PUSH,BC,null
0xc6,ADD,a,n
0xc7,RST,00,null
0xc8,RET,fZ,null
0xc9,RET,null,null
0xca,JP,fZ,nn
0xcb, //PREFIX
0xcc,CALL,fZ,n
0xcd,CALL,n,null
0xce,ADC,a,n
0xcf,RST,08,null
0xd0,RET,fC,null
0xd1,POP,DE,null
0xd2,JP,fC,nn
0xd3,NULL
0xd4,CALL,fC,null
0xd5,PUSH,DE,null
0xd6,SUB,a,n
0xd7,RST,10,null,null
0xd8,RET,fC,null
0xd9,RETI,null,null
0xda,JP,fC,nn
0xdb: break;
0xdc,CALL,fC,n
0xdd: break;
0xde,SBC,a,n
0xdf,RST,18,null
0xe0,LD,IO,a
0xe1,POP,HL,null
0xe2,LD,(c),a
0xe3: break;
0xe4: break;
0xe5,PUSH,HL,null
0xe6,AND,a,null
0xe7,RST,20,null
0xe8,ADD,SP,n
0xe9,JP,HL,null
0xea,LD,(nn),a
0xeb: break;
0xec: break;
0xed: break;
0xee,XOR,a,n
0xef,RST,28
0xf0,LD,a,IO
0xf1,POP,AF,null,null
0xf2,LD,a,(c)
0xf3,DI,null,null
0xf4: break;
0xf5,PUSH,AF,null
0xf6,OR,a,n
0xf7,RST,30,null
0xf8,LD,HL,nn
0xf9,LD,SP,HL
0xfa,LD,a,(nn)
0xfb,EI,null,null
0xfc: break;
0xfd: break;
0xfe,CP,a,n
0xff,RST,38,null
0xcb_00,RLC,b,null
0xcb_01,RLC,c,null
0xcb_02,RLC,d,null
0xcb_03,RLC,e,null
0xcb_04,RLC,h,null
0xcb_05,RLC,l,null
0xcb_06,RLC,HL,null
0xcb_07,RLC,a,null
0xcb_08,RRC,b,null
0xcb_09,RRC,c,null
0xcb_0a,RRC,d,null
0xcb_0b,RRC,e,null
0xcb_0c,RRC,h,null
0xcb_0d,RRC,l,null
0xcb_0e,RRC,HL,null
0xcb_0f,RRC,a,null
0xcb_10,RL,b,null
0xcb_11,RL,c,null
0xcb_12,RL,d,null
0xcb_13,RL,e,null
0xcb_14,RL,h,null
0xcb_15,RL,l,null
0xcb_16,RL,HL,null
0xcb_17,RL,a,null
0xcb_18,RR,b,null
0xcb_19,RR,c,null
0xcb_1a,RR,d,null
0xcb_1b,RR,e,null
0xcb_1c,RR,h,null
0xcb_1d,RR,l,null
0xcb_1e,RR,HL,null
0xcb_1f,RR,a,null
0xcb_20,SLA,b,null
0xcb_21,SLA,c,null
0xcb_22,SLA,d,null
0xcb_23,SLA,e,null
0xcb_24,SLA,h,null
0xcb_25,SLA,l,null
0xcb_26,SLA,HL,null
0xcb_27,SLA,a,null
0xcb_28,SRA,b,null
0xcb_29,SRA,c,null
0xcb_2a,SRA,d,null
0xcb_2b,SRA,e,null
0xcb_2c,SRA,h,null
0xcb_2d,SRA,l,null
0xcb_2e,SRA,HL,null
0xcb_2f,SRA,a,null
0xcb_30,SWAP,b,null
0xcb_31,SWAP,c,null
0xcb_32,SWAP,d,null
0xcb_33,SWAP,e,null
0xcb_34,SWAP,h,null
0xcb_35,SWAP,l,null
0xcb_36,SWAP,HL,null
0xcb_37,SWAP,a,null
0xcb_38,SRL,b,null
0xcb_39,SRL,c,null
0xcb_3a,SRL,d,null
0xcb_3b,SRL,e,null
0xcb_3c,SRL,h,null
0xcb_3d,SRL,l,null
0xcb_3e,SRL,HL,null
0xcb_3f,SRL,a,null
0xcb_40,BIT,0,b
0xcb_41,BIT,0,c
0xcb_42,BIT,0,d
0xcb_43,BIT,0,e
0xcb_44,BIT,0,h
0xcb_45,BIT,0,l
0xcb_46,BIT,0,HL
0xcb_47,BIT,0,a
0xcb_48,BIT,1,b
0xcb_49,BIT,1,c
0xcb_4a,BIT,1,d
0xcb_4b,BIT,1,e
0xcb_4c,BIT,1,h
0xcb_4d,BIT,1,l
0xcb_4e,BIT,1,HL
0xcb_4f,BIT,1,a
0xcb_50,BIT,2,b
0xcb_51,BIT,2,c
0xcb_52,BIT,2,d
0xcb_53,BIT,2,e
0xcb_54,BIT,2,h
0xcb_55,BIT,2,l
0xcb_56,BIT,2,HL
0xcb_57,BIT,2,a
0xcb_58,BIT,3,b
0xcb_59,BIT,3,c
0xcb_5a,BIT,3,d
0xcb_5b,BIT,3,e
0xcb_5c,BIT,3,h
0xcb_5d,BIT,3,l
0xcb_5e,BIT,3,HL
0xcb_5f,BIT,3,a
0xcb_60,BIT,4,b
0xcb_61,BIT,4,c
0xcb_62,BIT,4,d
0xcb_63,BIT,4,e
0xcb_64,BIT,4,h
0xcb_65,BIT,4,l
0xcb_66,BIT,4,HL
0xcb_67,BIT,4,a
0xcb_68,BIT,5,b
0xcb_69,BIT,5,c
0xcb_6a,BIT,5,d
0xcb_6b,BIT,5,e
0xcb_6c,BIT,5,h
0xcb_6d,BIT,5,l
0xcb_6e,BIT,5,HL
0xcb_6f,BIT,5,a
0xcb_70,BIT,6,b
0xcb_71,BIT,6,c
0xcb_72,BIT,6,d
0xcb_73,BIT,6,e
0xcb_74,BIT,6,h
0xcb_75,BIT,6,l
0xcb_76,BIT,6,HL
0xcb_77,BIT,6,a
0xcb_78,BIT,7,b
0xcb_79,BIT,7,c
0xcb_7a,BIT,7,d
0xcb_7b,BIT,7,e
0xcb_7c,BIT,7,h
0xcb_7d,BIT,7,l
0xcb_7e,BIT,7,HL
0xcb_7f,BIT,7,a
0xcb_80,RES,0,b
0xcb_81,RES,0,c
0xcb_82,RES,0,d
0xcb_83,RES,0,e
0xcb_84,RES,0,h
0xcb_85,RES,0,l
0xcb_86,RES,0,HL
0xcb_87,RES,0,a
0xcb_88,RES,1,b
0xcb_89,RES,1,c
0xcb_8a,RES,1,d
0xcb_8b,RES,1,e
0xcb_8c,RES,1,h
0xcb_8d,RES,1,l
0xcb_8e,RES,1,HL
0xcb_8f,RES,1,a
0xcb_90,RES,2,b
0xcb_91,RES,2,c
0xcb_92,RES,2,d
0xcb_93,RES,2,e
0xcb_94,RES,2,h
0xcb_95,RES,2,l
0xcb_96,RES,2,HL
0xcb_97,RES,2,a
0xcb_98,RES,3,b
0xcb_99,RES,3,c
0xcb_9a,RES,3,d
0xcb_9b,RES,3,e
0xcb_9c,RES,3,h
0xcb_9d,RES,3,l
0xcb_9e,RES,3,HL
0xcb_9f,RES,3,a
0xcb_a0,RES,4,b
0xcb_a1,RES,4,c
0xcb_a2,RES,4,d
0xcb_a3,RES,4,e
0xcb_a4,RES,4,h
0xcb_a5,RES,4,l
0xcb_a6,RES,4,HL
0xcb_a7,RES,4,a
0xcb_a8,RES,5,b
0xcb_a9,RES,5,c
0xcb_aa,RES,5,d
0xcb_ab,RES,5,e
0xcb_ac,RES,5,h
0xcb_ad,RES,5,l
0xcb_ae,RES,5,HL
0xcb_af,RES,5,a
0xcb_b0,RES,6,b
0xcb_b1,RES,6,c
0xcb_b2,RES,6,d
0xcb_b3,RES,6,e
0xcb_b4,RES,6,h
0xcb_b5,RES,6,l
0xcb_b6,RES,6,HL
0xcb_b7,RES,6,a
0xcb_b8,RES,7,b
